#--- Array length 2048 ---
1	0.000902
2	0.001196
4	0.001052
8	0.001042
12	0.001372
16	0.001461
20	2.511445
24	2.688948
28	3.610121
32	5.649535


#--- Array length 4096 ---
1	0.002031
2	0.001876
4	0.001354
8	0.001201
12	0.001563
16	0.001508
20	3.000053
24	3.567657
28	3.719852
32	5.959277
